SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
225,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,225 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,39,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/225-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 81; Depth: 39; Height: 36; Inside Width: 68; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=225&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/225.pdf
227,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,227 Style,,,,,,,,,,,,,,,,,,,,,,,,,96,42,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/227-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 96; Depth: 42; Height: 36; Inside Width: 76; Seat Height: 20; Seat Depth: 21; Arm Height: 23,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=227&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/227.pdf
232,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,232 Style,,,,,,,,,,,,,,,,,,,,,,,,,89,41,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/232-HD-fabric-sofa.jpg ,,,,,,,,,,Large Sofa,,Width: 89; Depth: 41; Height: 37; Inside Width: 78; Seat Height: 20; Seat Depth: 21; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=232&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/232.pdf
234,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,234 Style,,,,,,,,,,,,,,,,,,,,,,,,,73,37,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/234-HD-fabric-sofa.jpg ,,,,,,,,,,Mid-Size Sofa,,Width: 73; Depth: 37; Height: 37; Inside Width: 60; Seat Height: 20; Seat Depth: 20; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=234&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/234.pdf
235,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,235 Style,,,,,,,,,,,,,,,,,,,,,,,,,93,41,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/235-HD-fabric-sofa.jpg ,,,,,,,,,,Large Sofa,,Width: 93; Depth: 41; Height: 37; Inside Width: 75; Seat Height: 21; Seat Depth: 24; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=235&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/235.pdf
243,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,243 Style,,,,,,,,,,,,,,,,,,,,,,,,,83,38,33,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-HD-fabric-midsize-sofa.jpg ,,,,,,,,,,Mid-Size Sofa,,Width: 83; Depth: 38; Height: 33; Inside Width: 70; Seat Height: 20; Seat Depth: 21; Arm Height: 33,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=243&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/243.pdf
248,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,86,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
253,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,99,44,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-fabric-sofa.jpg ,,,,,,,,Large Sofa,,Width: 99; Depth: 44; Height: 38; Inside Width: 81; Seat Height: 21; Seat Depth: 25; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=253&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
256,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,256 Style,,,,,,,,,,,,,,,,,,,,,,,,,91,43,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/256-HD-fabric-sofa.jpg ,,,,,,,,,,Large Sofa,,Width: 91; Depth: 43; Height: 36; Inside Width: 77; Seat Height: 20; Seat Depth: 20; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=256&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/256.pdf
258,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,258 Style,,,,,,,,,,,,,,,,,,,,,,,,,86,37,35,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/258-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 86; Depth: 37; Height: 35; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=258&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/258.pdf
259,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,259 Style,,,,,,,,,,,,,,,,,,,,,,,,,105,46,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/259-HD-fabric-sofa.jpg ,,,,,,,,,,,,Large Sofa,,Width: 105; Depth: 46; Height: 37; Inside Width: 86; Seat Height: 20; Seat Depth: 26; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=259&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/259.pdf
261,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,261 Style,,,,,,,,,,,,,,,,,,,,,,,,,87,41,37,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-fabric-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-sm-leather-sectional.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/261-HD-fabric-sofa.jpg ,,,,,,,,Sofa,,Width: 87; Depth: 41; Height: 37; Inside Width: 78; Seat Height: 20; Seat Depth: 21; Arm Height: 25,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=261&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/261.pdf
268,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,268 Style,,,,,,,,,,,,,,,,,,,,,,,,,90,41,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-sm-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-sm-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-sm-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-sm-leather-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-sm-leather-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/268-HD-fabric-sofa.jpg ,,,,,,,,,,Sofa,,Width: 90; Depth: 41; Height: 38; Inside Width: 75; Seat Height: 20; Seat Depth: 22; Arm Height: 26,,,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=268&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/268.pdf
