SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL,CATALOG_PDF
243-10,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,243 Style,,,,,,,,,,,,,,,,,,,,,,,,,91,38,33,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-HD-fabric-midsize-sofa.jpg ,,,,,,,,,,,,,,Sofa (shown),,Width: 83; Depth: 38; Height: 33; Inside Width: 70; Seat Height: 20; Seat Depth: 21; Arm Height: 33,"PILLOWS:,One pair style #13, 22” (see price list for additional pillows),BACK STYLE:,Pullover button tufted inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE :,All three sofa lengths feature three seat cushions,Due to the complex tufted design of the inside back and arm,,fabric patterns will not be matched. Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=243&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/243.pdf
243-11,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,243 Style,,,,,,,,,,,,,,,,,,,,,,,,,83,38,33,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/243-HD-leather-sofa.jpg,,,,,,,,,,,,,,,Mid-Size Sofa,,Width: 83; Depth: 38; Height: 33; Inside Width: 70; Seat Height: 20; Seat Depth: 21; Arm Height: 33,"PILLOWS:,One pair style #13, 22” (see price list for additional pillows),BACK STYLE:,Pullover button tufted inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Shagbark (see samples for options),NAILHEAD:,Small size (size/configuration shown standard),Antique Brass shown (see samples for color selection),DESIGN NOTE :,All three sofa lengths feature three seat cushions,Due to the complex tufted design of the inside back and arm,,fabric patterns will not be matched. Solids and textures are recommended.,",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=243&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/243.pdf
248-10,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,86,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,,,,,,,Sofa (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-11,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,74,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,Mid-Size Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-20,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,60,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loveseat,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,30,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-chair.jpg,,,,,,,,,,,,,,Chair (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,26,21,19,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-21,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,94,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,,,,,,,LAF Corner Sofa (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-22,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,94,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,RAF Corner Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-14,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,LAF Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-15,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,,,,,,,RAF Sofa (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-24,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,55,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAF Loveseat,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-25,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,55,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAF Loveseat,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-34,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,29,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-chair.jpg,,,,,,,,,,,,,,LAF Chair,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-35,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,29,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-chair.jpg,,,,,,,,,,,,,,RAF Chair,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-36,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,25,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-chair.jpg,,,,,,,,,,,,,,Armless Chair,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-26,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,51,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armless Loveseat,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-16,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,77,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,Armless Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-32,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,36,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-chair.jpg,,,,,,,,,,,,,,Corner Chair,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-42,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,25,25,21,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Chaise Ottoman,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-21,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,94,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,LAF Corner Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-22,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,94,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,,,,,,,RAF Corner Sofa (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-14,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-fabric-sofa.jpg ,,,,,,,,,,,,,,LAF Sofa (shown),,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
248-15,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,248 Style,,,,,,,,,,,,,,,,,,,,,,,,,81,36,36,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/248-HD-leather-sofa.jpg,,,,,,,,,,,,,,,RAF Sofa,,Width: 86; Depth: 36; Height: 36; Inside Width: 77; Seat Height: 21; Seat Depth: 21; Arm Height: 25,"PILLOWS:,One pair of style #13, 20” (see price list for additional pillows),BACK STYLE:,Pullover inside back,LEGS :,Built-in tapered legs (non-removable),WOOD FINISH:,Mocha (see samples for options),DESIGN NOTE:,Due to the curved design of the outside back and profile,,stripes and plaids cannot be fully matched.",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=248&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/248.pdf
253-13,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,99,44,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-leather-sofa.jpg,,,,,,,,,,,,,,,Large Sofa,,Width: 99; Depth: 44; Height: 38; Inside Width: 81; Seat Height: 21; Seat Depth: 25; Arm Height: 26,"PILLOWS:,One pair of style #13, 22” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered front legs (removable), built-in tapered back legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small and medium size (size/configuration shown standard),Black Pearl shown (see samples for color selection)",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=253&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
253-20,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,72,44,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loveseat (not shown),,Width: 99; Depth: 44; Height: 38; Inside Width: 81; Seat Height: 21; Seat Depth: 25; Arm Height: 26,"PILLOWS:,One pair of style #13, 22” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered front legs (removable), built-in tapered back legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small and medium size (size/configuration shown standard),Black Pearl shown (see samples for color selection)",,,,,Limited,https://smithbrothersfurniture.com/style-details/?sid=253&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
253-30,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,45,44,38,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-fabric-chair.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-leather-chair.jpg,,,,,,,,,,,,,,Chair,,Width: 99; Depth: 44; Height: 38; Inside Width: 81; Seat Height: 21; Seat Depth: 25; Arm Height: 26,"PILLOWS:,One pair of style #13, 22” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered front legs (removable), built-in tapered back legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small and medium size (size/configuration shown standard),Black Pearl shown (see samples for color selection)",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=253&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
253-40,,,,,Smith Brothers Furniture,,,,,,,,,,,,,,,,SOFAS,,,,,,253 Style,,,,,,,,,,,,,,,,,,,,,,,,,35,26,19,,,,,,,,,,,,,,,,,,,,,,,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-fabric-ottoman.jpg,https://smithbrothersfurniture.com/ImgGlobal/Styles/public/253-HD-leather-ottoman.jpg,,,,,,,,,,,,,,Ottoman,,Width: 99; Depth: 44; Height: 38; Inside Width: 81; Seat Height: 21; Seat Depth: 25; Arm Height: 26,"PILLOWS:,One pair of style #13, 22” (see price list for additional pillows),BACK STYLE:,Semi-attached inside back,LEGS :,Tapered front legs (removable), built-in tapered back legs (non-removable),WOOD FINISH:,Mocha (see samples for options),NAILHEAD:,Small and medium size (size/configuration shown standard),Black Pearl shown (see samples for color selection)",,,,,Normal,https://smithbrothersfurniture.com/style-details/?sid=253&piece=1,https://smithbrothersfurniture.com/downloads/CatalogPages/253.pdf
